Nom,Link,Pagina,Imatge,Dificultat,Temps,Dieta,Ingredients,Preparacio,Tags
Llesques amb botifarra d'ou,https://www.3cat.cat/tv3/cuines/recepta/llesques-amb-botifarra-dou/42616/,19,https://img.3cat.cat/multimedia/jpg/8/2/1706184027828_326.jpg,Baixa,Menys de 10 minuts,,"[""1 botifarra d'ou6 tomàquets secs en oli4 tomacons30 g avellanes torradesMostassa de DijonCanongesTorradesOli d'oliva verge extraSal"", ""1 botifarra d'ou"", '6 tomàquets secs en oli', '4 tomacons', '30 g avellanes torrades', 'Mostassa de Dijon', 'Canonges', 'Torrades', ""Oli d'oliva verge extra"", 'Sal', '', '']","['Per fer la salsa, comencem ratllant\xa0els tomacons sobre un bol i els turbinem amb els tomàquets secs en oli,\xa0una mica\xa0de mostassa i les avellanes. Si veien que la salsa us queda massa líquida, podeu afegir-hi\xa0més avellanes.', ""Tallem la botifarra d'ou a rodanxes. Si voleu, podeu treure-li la pell abans."", 'Freguem all a\xa0les torrades.\xa0', 'Untem les llesques amb la pasta de tomàquet que tenim reservada.\xa0', 'Posem les rodanxes de botifarra sobre les llesques. A sobre, hi posem uns canonges i ho amanim amb oli i sal, com un pa amb tomàquet.']","['Tomàquets', 'Porc', 'Avellanes']"
Gofres amb salsa de iogurt i festuc,https://www.3cat.cat/tv3/cuines/recepta/gofres-amb-salsa-de-iogurt-i-festuc/42359/,21,https://img.3cat.cat/multimedia/jpg/7/8/1701252390987_326.jpg,Baixa,Menys d'una hora,Vegetariana,"[""Per a la massa400 ml crème fraîche200 g de farina fluixa90 ml de llet60 g de mantega40 g de sucre8 g d'impulsor químic2 ous1 culleradeta de bicarbonat1 culleradeta de salPer a la salsa200 g de torró de iogurt amb festuc100 g de formatge d'untar80 ml\xa0de llet de coco20 g de festucs"", 'Per a la massa', '400 ml crème fraîche', '200 g de farina fluixa', '90 ml de llet', '60 g de mantega', '40 g de sucre', ""8 g d'impulsor químic"", '2 ous', '1 culleradeta de bicarbonat', '1 culleradeta de sal', '', 'Per a la salsa', '200 g de torró de iogurt amb festuc', ""100 g de formatge d'untar"", '80 ml\xa0de llet de coco', '20 g de festucs']","['Posem un pot al foc i hi desfem x g de mantega. Reservem la mantega fosa dins el mateix pot.\xa0', ""Comencem a fer la salsa tallant a trossos 200 g de torró de iogurt amb festuc. L'aboquem a un got batedor.\xa0"", ""Afegim al got batedor 80 ml de llet de coco, 100 g de crema de formatge. Triturem amb el braç elèctric fins a tenir una textura de crema densa. Reservem dins d'un biberó per poder-la repartir millor per sobre les gofres.\xa0"", 'Fem la pastina de les gofres escalfant fins als 40 graus 400 ml de crème fraîche. Mentrestant, aboquem la mantega fosa i temperada en un bol.\xa0', ""Afegim al bol un parell d'ous que trenquem i ho batem lleugerament amb una vareta manual. A continuació, hi aboquem 90 ml llet i completem amb la crème fraîche ja calenta. Barregem bé amb la vareta manual.\xa0"", ""Afegim els sòlids a la pastina: 40 g de sucre, 8 g d'impulsor químic, una culleradeta de sal i hi tamisem 200 g de farina. Anem integrant-ho tot amb l'ajuda de la vareta manual fins a tenir una pastina suau i sense grumolls.\xa0"", 'Passem la pastina a un biberó i ho portem a la nevera per a que hi reposi durant 30 minuts.\xa0', 'Escalfem la gofrera. Mentrestant, sacsegem el biberó per a unificar bé la pastina. Obrim la gofrera i hi repartim la pastina per tots els espais. Tanquem i coem durant 12 minuts.\xa0', 'Reservem i temperem les gofres cuites en un plat.\xa0', 'Les servim repartint-hi la salsa de iogurt i festuc per damunt. Acabem repartint 20 g de festucs pelats que piquem lleugerament. I ja ho tenim llest per menjar.\xa0\xa0\xa0']","['Coco', 'Farina de blat', 'Iogurt', 'Festucs']"
Còctel de gambes,https://www.3cat.cat/tv3/cuines/recepta/coctel-de-gambes/42157/,21,https://img.3cat.cat/multimedia/jpg/4/7/1698671168874_326.jpg,Baixa,Més d'una hora,,"[""30 gambes mitjanes2 cabdells d'enciam350 ml oli OVE1 llima1 poma Granny Smith1 ou1 taronjavinagre de XerèsSalMostassa antigaPebre vermell fumat dolç"", '30 gambes mitjanes', ""2 cabdells d'enciam"", '350 ml oli OVE', '1 llima', '1 poma Granny Smith', '1 ou', '1 taronja', 'vinagre de Xerès', 'Sal', 'Mostassa antiga', 'Pebre vermell fumat dolç']","['Comencem fent un oli de gambes. Pelem les gambes i en reservem cloves i cues. Els traiem també els budells.\xa0 \xa0', 'Deixem les cues de gamba en una carmanyola i la deixem a la nevera.\xa0\xa0', 'Els caps i les cloves els portem a una safata de forn amb paper sulfurat a la base i ho torrem tot 10 minuts a 160 graus. \xa0', 'Passat aquest temps, traiem els caps i les cloves del forn i les\xa0aixafem amb cura amb un morter.\xa0', ""Cobrim aquestes cloves amb 350 ml d'oli OVE i les escalfem\xa020 minuts. No podem deixar que arribin als 80 graus. Un cop hagin estat al foc uns 20 minuts, ho deixarem reposar una hora, com a mínim.\xa0\xa0"", ""Passat aquest temps, podem colar l'oli i guardar-lo. Com que no el farem servir tot, el deixem en un pot de vidre. \xa0"", 'Posem una olla amb aigua i sal a escalfar i preparem un bol amb aigua i sal amb gel.\xa0\xa0', ""Tirem les cues de gamba a l'aigua bullint 20 segons. Passat aquest temps, les rescatem i les portem al bol amb aigua i gel.\xa0\xa0"", ""Després d'uns segons, les traiem de l'aigua freda i les eixuguem.\xa0\xa0"", 'Les tallem a mida macedònia i les\xa0posem en un bol.\xa0', 'Pelem i tallem a trossets petits una poma Granny Smith. La\xa0posem al mateix bol on hi ha la gamba.\xa0', ""Ratllem la pell d'una taronja dins d'un got batedor.\xa0\xa0"", 'La resta de la taronja, la pelem a sang, eliminant-ne tota la part blanca i les membranes que hi ha entre els grills.\xa0\xa0', 'Tallem la taronja a talls petits i la deixem amb la poma i la gamba. \xa0', ""Al bol on ja tenim la ratlladura de taronja hi posem 1 ou, una mica de pebre vermell fumat dolç, una mica de sal, unes gotes de Xerès i ho turbinem tot mentre hi afegim l'oli de gambes.\xa0"", 'Afegim aquesta salsa maionesa amb gust de gambes al bol amb la poma, la taronja i la gamba i ho integrem tot.\xa0', ""Separem les fulles més grosses de 2 cabdells d'enciam nets. En necessitarem 4 per a cada còctel.\xa0"", ""Tallem ben menuts els cors dels cabdells d'enciam. Integrem aquest enciam al bol de les gambes. \xa0"", 'Pintem amb mostassa antiga la part blanca de les fulles grosses dels cabdells.\xa0', ""Muntem els còctels amb les 4 fulles a l'exterior i el contingut del bol a l'interior. Ratllem una mica de pell de llima per sobre.\xa0""]","['Enciams', 'Pomes', 'Llima', 'Gamba vermella']"
Copa de xocolata i nata,https://www.3cat.cat/tv3/cuines/recepta/copa-de-xocolata-i-nata/42358/,21,https://img.3cat.cat/multimedia/jpg/9/6/1701251659069_326.jpg,Baixa,Menys d'una hora,Vegetariana,"[""450 g moniatos ja cuits220 ml beguda d'ametlla200 ml nata 35% MG100 g xocolata negra per fondre3 cullerades de llet condensada2 cullerades de cacau en polsRaig de romMenta fresca"", '450 g moniatos ja cuits', ""220 ml beguda d'ametlla"", '200 ml nata 35% MG', '100 g xocolata negra per fondre', '3 cullerades de llet condensada', '2 cullerades de cacau en pols', 'Raig de rom', 'Menta fresca']","['Coem al forn 450 g de moniatos. Un cop freds, els pelem i tallem a trossos grossos.\xa0', ""Aboquem al got batedor els moniatos tallats, hi afegim dues cullerades de llet condensada,\xa0 220 ml de llet d'ametlla, 2 cullerades de cacau en pols, un raig de rom i ho turbinem fins a tenir una textura de crema.\xa0"", 'Agafem, maltallem i posem en un bol que pugui anar al microones 100 g de xocolata negra per fondre. Portem el bol al microones i desfem la xocolata durant 2 minuts a 800 watts.\xa0', 'Afegim la xocolata desfeta a la crema i ho turbinem de nou per integrar-ho bé. Ho reservem un moment.\xa0', 'Muntem amb varetes elèctriques 200 ml de nata del 35% MG.\xa0', 'Acabem distribuint la crema de xocolata en gots o copes i acabant amb unes cullerades de nata muntada per sobre. Ho decorem amb unes fulletes de menta.']","['Nata', 'Xocolata', 'Ametlles']"
Milfulls de salmó,https://www.3cat.cat/tv3/cuines/recepta/milfulls-de-salmo/42056/,21,https://img.3cat.cat/multimedia/jpg/6/1/1697808439716_326.jpg,Baixa,Menys de 30 minuts,,"['260 g de salmó fumat Royal240 g de foie semicuit125 g de mantega amb sal2 cebes tendres1 poma Granny Smith1 alvocat1 llimonaSucre', '260 g de salmó fumat Royal', '240 g de foie semicuit', '125 g de mantega amb sal', '2 cebes tendres', '1 poma Granny Smith', '1 alvocat', '1 llimona', 'Sucre']","[""Per fer la crema de ceba tendra, posem en un pot amb aigua ja salada dues cebes tendres que haurem tallat a mida de jardinera. La bullim durant 20 minuts. Eixuguem la ceba cuita i l'enfornem 10' a 180º. Triturem la ceba desenfornada. Un cop la tinguem com una pasteta, l'emulsionem amb la mantega salada que ja haurem fos. No pot ser gaire calenta, perquè, si no, es pot negar."", ""Per fer el milfulls, tallem la poma a quarts i la laminem amb la mandolina. La reservarem en un remull d'aigua, gel i suc de llimona, fins que la fem servir per a l'emplatat."", ""Agafem un motlle de 12 x 6 x 4,5. A la base hi posem una capa de talls de poma que haurem eixugat. A sobre, hi posem una capa de talls de foie semicuit, una capa d'alvocat que també haurem laminat, una capa de talls de salmó fumat, una capa d'alvocat, una capa de foie i una última capa de poma. Empolsinem el capdamunt amb sucre i el cremem lleugerament amb un bufador. Fem la mateixa operació amb tres motlles més."", ""Emplatem el motlle en el plat final. El desemmotllem amb cura. L'acompanyarem d'una cullerada de crema de ceba tendra.""]","['Pomes', 'Salmó', 'Fumats', 'Alvocat', 'Foie']"
Gall dindi amb espinacs,https://www.3cat.cat/tv3/cuines/recepta/gall-dindi-amb-espinacs/42176/,21,https://img.3cat.cat/multimedia/jpg/2/8/1698921359582_326.jpg,,Menys d'una hora,,"[""4 pits de gall dindi8 orellanes300 g espinacs baby1 gra d'allOli OVESalPebre200 ml crème fraîche200 ml brou de pollastre2 cebes tendresBrandi"", '4 pits de gall dindi', '8 orellanes', '300 g espinacs baby', ""1 gra d'all"", 'Oli OVE', 'Sal', 'Pebre', '200 ml crème fraîche', '200 ml brou de pollastre', '2 cebes tendres', 'Brandi']","[""Posem una paella al foc i hi tirem un raig generós d'oli OVE; un cop calent, hi afegim un 1 gra d'all pelat i laminat. L'enrossim. \xa0"", ""Posem 250 grams d'espinacs baby nets a la paella amb l'all. En guardem unes fulles sense coure per a l'emplatat final. Amb 50 g en tenim prou. \xa0"", 'Ho coem a foc viu dos minuts. \xa0', 'Mentrestant, tallem en dos, a mode de llibret, 8 orellanes.', ""Fem talls longitudinals a 4 pits de gall dindi. Farcim un dels talls amb els espinacs cuits i l'altre tall, amb les orellanes. \xa0"", 'Lliguem els pits amb un cordill i els donem forma de tall rodó. \xa0', 'Salpebrem els pits. \xa0', ""Encenem el foc i a la paella on hi teníem els espinacs, si cal, hi afegim una mica d'oli OVE i hi marquem els pits farcits. \xa0"", 'En un altre fogó, posem a escalfar 200 ml de brou de pollastre.', 'Mentrestant, tallem a rodelles de mitja lluna 2 cebes tendres.', 'Un cop marcats els pits, els traiem de la paella i els reservem. Tirem les cebes a la paella i les sofregim 8 minuts amb el foc mitjà-alt i la paella mig tapada. \xa0', 'Afegim a la paella 200 ml de crème fraîche, i els 200 ml de brou calent. Hi posem els pits lligats. \xa0', 'Ho integrem tot. Deixem que cogui 5 minuts a foc baix.', ""Els servim amb una fulla d'espinac crua.""]",
Polvorons variats,https://www.3cat.cat/tv3/cuines/recepta/polvorons-variats/42316/,21,https://img.3cat.cat/multimedia/jpg/4/2/1700484691524_326.jpg,Baixa,Més d'una hora,,"[""320 g farina de blat80 g farina d'ametlla80 g mantega80 g llard de porc4 g bicarbonat100 g sucre llustre8 g cacau en pols20 g coco ratllat"", '320 g farina de blat', ""80 g farina d'ametlla"", '80 g mantega', '80 g llard de porc', '4 g bicarbonat', '100 g sucre llustre', '8 g cacau en pols', '20 g coco ratllat']","[""Posem 320 g de farina de blat i 80 g d'ametlla molta en un bol i ho barregem bé.\xa0\xa0"", 'Ho tamisem sobre una safata de forn i ho escampem.\xa0', 'Ho portem al forn 20 minuts a 150º a dalt i a baix i sense ventilador. Quan hagin passat 10 minuts, barrejarem una mica les farines perquè es coguin de manera uniforme.\xa0\xa0', 'Passat aquest temps, traiem les farines del forn i deixem que es refredin.\xa0 \xa0', 'Posem dins un pot i al foc 80 g de mantega i 80 g de llard de porc.\xa0', 'Ho coem al mínim durant 5 minuts, fins que el sèrum se separi del greix.\xa0\xa0', ""Quan el sèrum i el greix s'hagin separat, retirem el pot inox del foc. Amb una escumadora o un colador petit, retirem les impureses. \xa0"", 'En un pot anem decantant el greix líquid sense que caigui el sèrum ni les proteïnes sòlides que han quedat a la part inferior del pot. Ens haurien de quedar uns 220 g de greix clarificat.\xa0', 'Ajuntem la mantega clarificada amb les farines torrades. Afegim 4 g de\xa0 bicarbonat i 100 g de sucre llustre.\xa0', 'Ho integrem tot amb una llengua durant 10 minuts.\xa0', 'Separem la massa en 3 parts i la posem en\xa03 bols diferents.\xa0', 'Al primer bol li afegim 8 g de cacau en pols i ho integrem. \xa0', 'Tapem aquesta massa amb un drap humit.\xa0', 'Al bol 2, li tirem 20 g de coco ratllat. Ho integrem i també ho tapem amb un drap humit.\xa0\xa0', 'No afegirem res al tercer bol, però també el taparem amb un drap humit.\xa0', 'Portem els bols a la nevera i els hi deixem 15 minuts.\xa0', 'Passat aquest temps,\xa0 estirem les masses entre dos papers sulfurats.\xa0\xa0', 'Haurien de quedar amb un centímetre de gruix.\xa0', 'Deixem les masses estirades a la nevera 20 minuts més.\xa0\xa0', 'Passat aquest temps, tallem les masses amb un tallapastes.\xa0', 'Deixem els polvorons a la safata de forn amb un paper de forn al fons.\xa0', ""Portem els polvorons al forn 7' a 210º sense ventilador. \xa0"", 'Agafem els polvorons amb sucre llustre i els emboliquem abans de guardar-los.\xa0\xa0']",
Blinis amb gules,https://www.3cat.cat/tv3/cuines/recepta/blinis-amb-gules/42361/,21,https://img.3cat.cat/multimedia/jpg/5/7/1701257787875_326.jpg,Baixa,Menys de 30 minuts,,"[""12 blinis100 g de Gula del Norte100 g mantega amb sal2 grans d'all1 culleradeta de bitxo piri-piri1 culleradeta de pebre vermell dolç fumatPorradellOli OVESal"", '12 blinis', '100 g de Gula del Norte', '100 g mantega amb sal', ""2 grans d'all"", '1 culleradeta de bitxo piri-piri', '1 culleradeta de pebre vermell dolç fumat', 'Porradell', 'Oli OVE', 'Sal']","['Fem una mantega especiada pesant 100 g de mantega amb sal i deixant-la temperar fins que tingui una textura de pomada.\xa0', 'Aboquem la mantega en un bol i hi afegim 1 culleradeta de bitxo piri-piri i 1 culleradeta de pebre vermell fumat dolç. Ho barregem bé amb una forquilla o una llengua pastissera i ho reservem.\xa0', ""Posem a escalfar una paella amb un raig d'oli OVE. Mentre s'escalfa, pelem i laminem 2 grans d'all.\xa0"", 'Afegim a la paella els alls laminats i els fem ballar evitant que agafin massa color.\xa0', 'Aboquem a la paella 100 g de Gula del Norte i ho saltem durant un parell de minuts. Retirem la paella del foc.\xa0', 'Agafem 12 blinis de mida petita i els muntem de la següent manera. Untem cada blini amb una mica de mantega especiada. A continuació hi distribuïm les gules saltades i els acabem amb una mica de porradell picat petit. I ja tenim aquest aperitiu a punt per menjar.']","['All', 'Gules i surimis', 'Mantega', 'Pebre vermell fumat']"
Éclair amb cremós de llimona i salmó,https://www.3cat.cat/tv3/cuines/recepta/eclair-amb-cremos-de-llimona-i-salmo/42156/,21,https://img.3cat.cat/multimedia/jpg/1/2/1698670898521_326.jpg,Mitjana,Més d'una hora,,"[""Per a l'éclair120 ml llet sencera70 g farina de blat60 g mantega3 ousSalPer al cremós de llimona100 g salmó Royal100 g mascarpone60 g iogurt grec4 bitxos envinagrats3 escalunyes2 tomàquets secs1 llimonaPorradellCaviar cítricAnetPer pintar l'éclair1 rovell d'ou1 cullerada d'aigua"", ""Per a l'éclair"", '120 ml llet sencera', '70 g farina de blat', '60 g mantega', '3 ous', 'Sal', '', 'Per al cremós de llimona', '100 g salmó Royal', '100 g mascarpone', '60 g iogurt grec', '4 bitxos envinagrats', '3 escalunyes', '2 tomàquets secs', '1 llimona', 'Porradell', 'Caviar cítric', 'Anet', '', ""Per pintar l'éclair"", ""1 rovell d'ou"", ""1 cullerada d'aigua""]","['Comencem fent la pasta choux: posem a escalfar 120 ml de llet sencera amb 60 g de mantega i un pessic de sal. Ho portem a ebullició\xa0', 'Mentrestant, podem tamisar 70 g de farina de blat. Batem 3 ous. Si la llet ja està bullint, hi tirem la farina de cop i ho barregem amb unes varetes manuals primer i amb una cullera de fusta, després.\xa0', 'Quan la farina ja està integrada, hi tirem, de mica en mica i a tandes, els ous batuts.\xa0', 'Integrem els ous amb la cullera de fusta.\xa0\xa0', ""Un cop els ous estan integrats, portem aquesta massa a una mànega pastissera amb boca en forma d'estrella de 12 mm.\xa0"", ""Portem la mànega pastissera a la nevera un mínim de 10 minuts. Separem la clara i el rovell d'un ou. Guardem la clara per a una altra recepta. Barregem el rovell amb un pessic de sal i una cullerada d'aigua.\xa0"", ""Preparem una safata de forn amb un full de paper sulfurat per escampar la pasta choux dels éclairs. Si no volem que el paper de forn se'ns desenganxi quan hi posem la pasta choux, podem fer servir una mica de pasta de choux de cola d'enganxar. És a dir, a la part que tocarà la massa de forn, hi posem cinc puntets de pasta choux, un a cada cantonada i un altre al centre. Girem el full i l'enganxem amb la base de la safata.\xa0\xa0"", 'Després, amb la mànega pastissera comencem a escudellar la pasta choux en 8 éclairs de 12 cm de llarg, aproximadament. Podem fer servir unes tisores per tallar la pasta quan fa 12 cm.\xa0', 'Pintem cada éclair amb rovell barrejat amb aigua.\xa0', 'Enfornem els éclairs a190º amb escalfor a dalt i a baix, sense ventilador, 25 minuts.\xa0\xa0', 'Com que es condensarà molta humitat al forn i no la volem, el que podem fer és obrir la porta del forn quan portin 10 minuts de cocció i posar una cullera entre la porta i el forn perquè no es tanqui. La idea és enfornar a la mateixa temperatura, però amb la porta una mica oberta, així el vapor es podrà escapar i la cocció serà més seca.\xa0', 'Passat el temps de cocció, traiem els éclairs del forn i els posem en una reixeta perquè es temperin.\xa0\xa0', 'Mentrestant, podem fer el farciment. Tallem a microbrunesa 3 escalunyes; 4 bitxos envinagrats, als quals hem tret les llavors; 2 tomàquets secs partits per la meitat i una mica de porradell.\xa0\xa0', 'Posem tots aquests vegetals en un bol.\xa0\xa0\xa0', 'Barregem al mateix bol 100 g de mascarpone i 60 g de iogurt grec. Ratllem una pell de llimona.\xa0\xa0\xa0', 'Ho integrem bé i ho posem en una mànega pastissera.\xa0', 'Obrim els éclairs longitudinalment i els farcim amb la barreja de làctics i vegetals.\xa0', ""Posem dins de cada éclair unes tires tallades de salmó fumat Royal. Acabem el plat amb unes fulles d'anet i una mica de caviar cítric o ous de peix.\xa0""]","['Ous', 'Llimona', 'Salmó', 'Farina', 'Iogurt', 'Formatge', 'Llet']"
Tempura de pop amb patates,https://www.3cat.cat/tv3/cuines/recepta/tempura-de-pop-amb-patates/42357/,21,https://img.3cat.cat/multimedia/jpg/7/9/1701251268497_326.jpg,Baixa,Menys de 30 minuts,,"[""4 potes de pop ja cuit200 ml cervesa200 ml vi blanc100 g farina de blat100 g de midó de blat de moro4 patates mitjanes monalisa8 g d'impulsor químic1 llimona1 cullerada pebre vermell picant1 culleradeta de comíOli OVEPebre negreSal"", '4 potes de pop ja cuit', '200 ml cervesa', '200 ml vi blanc', '100 g farina de blat', '100 g de midó de blat de moro', '4 patates mitjanes monalisa', ""8 g d'impulsor químic"", '1 llimona', '1 cullerada pebre vermell picant', '1 culleradeta de comí', 'Oli OVE', 'Pebre negre', 'Sal']","[""Comencem fent la tempura barrejant en un bol 100 g de farina de blat, 100 g de midó de blat de moro i 8 g d'impulsor químic. Ho integrem bé amb una vareta i l'acabem barrejant-hi a poc a poc 200 ml de cervesa ben freda fins que quedi una pasta sense grumolls. Un cop llesta, tapem el bol amb un plat i ho reservem a la nevera.\xa0"", ""Fem la salsa que acompanyarà el pop escalfant en un pot\xa0 200 ml de vi blanc. Un cop l'alcohol s'ha evaporat, ho aboquem en un pot de vidre que puguem tapar bé. Hi afegim una culleradeta de comí en pols, 1 culleradeta de pebre vermell picant dolç, i acabem amb el suc d'una llimona. Tapem el pot, ho sacsegem bé i ho deixem reposar.\xa0"", 'Mentre escalfem una paella amb oli OVE, laminem ben fines, si pot ser amb una mandolina, 4 patates monalisa de mida mitjana, ben netes.\xa0', ""Un cop l'oli està calent, fregim les patates per tandes perquè quedin ben separades. Un cop fregides, les passem a un plat amb paper absorbent per treure'n l'excés d'oli. Al cap d'uns minuts traiem el paper, les salpebrem i ho reservem.\xa0"", 'Abaixem el foc de la paella i preparem per fregir el pop. Preparem un plat amb farina, traiem la tempura de la nevera i la barregem amb una vareta.\xa0', 'Agafem un tros de pop cuit que tenim a temperatura ambient i el passem primer per farina, després per la tempura i el fregim a la mateixa paella de les patates. El coem fins que la tempura agafa un color daurat. Ho reservem en un plat amb paper absorbent uns minuts.\xa0', 'Ho servim posant en una safata el pop, ho acompanyem amb les patates i un bol amb la salsa. I llest per gaudir-ne.\xa0', '\xa0']","['Patates', 'Farina de blat', 'Pop']"
Galetes daneses,https://www.3cat.cat/tv3/cuines/recepta/galetes-daneses/42276/,21,https://img.3cat.cat/multimedia/jpg/1/5/1700130350051_326.jpg,Baixa,Menys d'una hora,,"[""250 g farina de blat150 g mantega110 g sucre1 culleradeta d'impulsor1/2 préssec en almívar1 ouAroma de vainillaAmetlla a bocinsEscates de salSal"", '250 g farina de blat', '150 g mantega', '110 g sucre', ""1 culleradeta d'impulsor"", '1/2 préssec en almívar', '1 ou', 'Aroma de vainilla', 'Ametlla a bocins', 'Escates de sal', 'Sal']","[""Posem, en un bol, el sucre i el rovell d'ou. Ho integrem.\xa0"", ""Hi afegim dues gotes d'aroma de vainilla, un pessic de sal\xa0i la mantega tallada a dauets. Si la mantega l'hem tret una estona abans de la nevera, la tindrem amb una textura semblant a una pomada i serà més fàcil d'incorporar. Ho integrem."", ""Tamisem, al bol, la farina juntament amb l'impulsor. Ho integrem.\xa0"", ""Un cop tinguem la massa homogènia, tenim dues opcions, segons si fem la forma amb motlle tallador, o si ho fem amb mànega pastissera. En cas de fer-ho amb mànega, podrem jugar més amb les formes: posaríem la massa a la mànega (amb un broquet d'estrella ja col·locat a la punta) i la deixaríem reposar a temperatura ambient durant 30 minuts. Si fem servir motlles, ens assegurem\xa0formes més perfilades: col·locaríem la massa entre dos papers sulfurats, i l'estiraríem amb un gruix de menys d'un dit. Un cop aplanada, la guardaríem 30 minuts, però aquest cop a la nevera perquè el repòs en aquest cas ha de ser en fred per poder manipular la massa amb el tallador.\xa0"", 'Passat aquest temps, si ho fem amb motlles, separem primer la massa dels dos sulfurats i ja podem tallar les galetes i anar-les deixant en\xa0una plata de forn amb una làmina de silicona perforada. Si no en teniu, podeu fer servir paper sulfurat. Si feu servir mànega, feu formes amb la mànega: en forma de muntanyeta, de ""s"" o del que vulgueu. Podeu afegir bocins de préssec en almívar en unes, escates de sal en altres, i bocins d\'ametlla en altres.\xa0', 'Les enfornem 10 minuts a 200\u202f°C.']","['Ous', 'Farina de blat', 'Mantega', 'Sucre']"
Crema de moniato i pastanaga,https://www.3cat.cat/tv3/cuines/recepta/crema-de-moniato-i-pastanaga/42259/,21,https://img.3cat.cat/multimedia/jpg/0/3/1700056381630_326.jpg,Baixa,Més d'una hora,Vegetariana,"[""1 moniato (300 g)6 pastanagues (250 g)2 grans d'all1 branca de romaní12 perles de mozzarella500 ml de brou vegetal25 g de sucre15 g de pipes de carbassa15 g de festucs torratsCibuletOli OVEVi blancSalPebre"", '1 moniato (300 g)', '6 pastanagues (250 g)', ""2 grans d'all"", '1 branca de romaní', '12 perles de mozzarella', '500 ml de brou vegetal', '25 g de sucre', '15 g de pipes de carbassa', '15 g de festucs torrats', 'Cibulet', 'Oli OVE', 'Vi blanc', 'Sal', 'Pebre']","[""Posem en una safata un moniato, dos grans d'all amb pela, sis pastanagues, una branca de romaní i un raig de vi blanc, i ho tapem. Ho enfornem durant 45 minuts a 180º."", 'Mentrestant, agafem mozzarella i la deixem oberta perquè es temperi.', 'Posem un pot al foc i hi aboquem 500 ml de brou vegetal que deixem escalfant-se.', 'Esclovellem 15 g de festucs torrats i els reservem.', ""Posem una paella al foc i hi afegim 25 g de sucre, 2 g de sal i 10 ml d'aigua. L'escalfem durant dos minuts fins que arribi a 121º."", 'Quan arribi a la temperatura, afegim a la paella els festucs esclovellats i 15 g de pipes de carbassa. Ho remenem fins que es cristal·litzin.', 'Quan veiem que el sucre agafa un to marronós, estirem en una làmina Silpat el contingut de la paella, ho empebrem, ho removem i ho deixem refredar.', ""Pelem el moniato rostit, el tallem de qualsevol manera i l'afegim al pot amb el brou. També hi aboquem els alls pelats i\xa0 les pastanagues rostides. Hi posem sal i pebre i ho triturem fins que en quedi una crema fina."", ""Emplatem la crema i hi afegim tres perles de mozzarella, ja temperada, per ració; també les pipes i els festucs caramel·litzats. Ho ruixem amb una mica d'oli i tallem un cibulet per donar-hi el toc final.""]","['All', 'Pastanagues', 'Romaní', 'Pipes de carabassa', 'Festucs']"
"Coca d'anxova, remolatxa i alvocat",https://www.3cat.cat/tv3/cuines/recepta/coca-danxova-remolatxa-i-alvocat/42360/,21,https://img.3cat.cat/multimedia/jpg/5/9/1701257496495_326.jpg,Baixa,Menys de 30 minuts,,"[""4 pans de coca individuals1 alvocat1 remolatxa12 lloms d'anxova2 tomàquets pera en conserva8 nous amb closca1 tomàquet de penjarVinagre balsàmicOli OVESal en escates"", '4 pans de coca individuals', '1 alvocat', '1 remolatxa', ""12 lloms d'anxova"", '2 tomàquets pera en conserva', '8 nous amb closca', '1 tomàquet de penjar', 'Vinagre balsàmic', 'Oli OVE', 'Sal en escates']","[""Comencem a fer la coca eixugant 2 tomàquets pera en conserva i traient-ne les llavors . A continuació, els tallem a concassé, o sigui, a daus petits. Els reservem en un bol amanint-los amb un raig d'oli OVE i un raig de vinagre balsàmic.\xa0"", 'Tallem per la meitat, i després a rodelles, una remolatxa cuita. La reservem en un plat.\xa0', 'Tallem per la meitat un alvocat, li traiem el pinyol, el pelem i també el tallem a rodelles. El reservem en un plat.\xa0', 'Muntem les 4 coques amb pans de coca individuals que podem torrar. Tallem per la meitat un tomàquet de penjar i el refreguem pels pans.\xa0\xa0', ""Muntem les coques posant-hi intercalades rodelles de remolatxa i d'alvocat. Repartim els tomàquets a dau per damunt. A continuació, posem 3 filets d'anxova en cada coca.\xa0"", 'Pelem i triturem lleugerament 8 nous amb closca. Les repartim per damunt les coques.\xa0', ""Acabem amb un raig d'oli OVE i unes escates de sal. I ja tenim les nostres coques llestes.\xa0""]","['Tomàquets', 'Anxoves', 'Alvocat', 'Remolatxa']"
